id,element,player_id,code,team,team_code,team_name,team_short,element_type,position,first_name,second_name,web_name,status,news,news_added,now_cost,price_m,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,chance_of_playing_next_round,chance_of_playing_this_round,transfers_in,transfers_out,transfers_in_event,transfers_out_event,total_points,event_points,minutes,can_transact,can_select,dreamteam_count,ep_next,ep_this,form,in_dreamteam,photo,points_per_game,removed,special,squad_number,value_form,value_season,region,team_join_date,birth_date,has_temporary_code,opta_code,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
40,40,40,149484,2,7,Aston Villa,AVL,2,DEF,Tyrone,Mings,Mings,a,,,45,4.5,0,0,0,0,1.3,,,39489,8466,39489,8466,6,6,90,True,True,0,1.9,1.4,6.0,False,149484.jpg,6.0,False,False,,1.3,1.3,241.0,2019-07-08,1993-03-13,False,p149484,0,0,1,0,0,0,0,0,0,0,0,25,13.0,3.7,0.0,1.7,5,2,0,5,1,0.00,0.00,0.00,1.43,127,57,137,40,346,150,187,65,,,,,,,0.0,0.0,0.0,0.0,1.43,0.0,389,82,41,19,41,19,163,61,1.0,1.0,5.0
41,41,41,244954,2,7,Aston Villa,AVL,2,DEF,Pau,Torres,Pau,a,,,45,4.5,0,0,0,0,0.5,,,3333,6953,3333,6953,0,0,0,True,True,0,1.9,1.4,0.0,False,244954.jpg,0.0,False,False,,0.0,0.0,200.0,2023-07-12,1997-01-16,False,p244954,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,427,193,427,192,381,173,444,194,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,435,116,441,185,441,185,248,91,0.0,0.0,0.0
42,42,42,606798,2,7,Aston Villa,AVL,2,DEF,Andrés,García,A.García,d,Knock - 25% chance of playing,2025-08-10T22:00:04.418109Z,40,4.0,0,0,0,0,0.3,25.0,25.0,437,4901,437,4901,0,0,0,True,True,0,0.2,0.1,0.0,False,606798.jpg,0.0,False,False,,0.0,0.0,200.0,2025-01-21,2003-02-07,False,p606798,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,380,161,377,161,318,130,398,163,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,692,225,391,151,391,151,333,121,0.0,0.0,0.0
43,43,43,106468,2,7,Aston Villa,AVL,2,DEF,Álex,Moreno Lopera,Alex Moreno,a,,,40,4.0,0,0,0,0,9.2,,,29769,80225,29769,80225,0,0,0,True,True,0,1.0,0.5,0.0,False,106468.jpg,0.0,False,False,,0.0,0.0,200.0,2023-01-11,1993-06-08,False,p106468,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,284,101,280,100,215,63,302,103,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,583,152,294,90,294,90,43,16,0.0,0.0,0.0
44,44,44,515597,2,7,Aston Villa,AVL,2,DEF,Lamare,Bogarde,Bogarde,a,,,40,4.0,0,0,0,0,0.3,,,1669,2999,1669,2999,0,0,0,True,True,0,1.0,0.5,0.0,False,515597.jpg,0.0,False,False,,0.0,0.0,152.0,2021-01-07,2004-01-05,False,p515597,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,349,136,346,136,286,104,367,138,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,658,197,360,126,360,126,301,109,0.0,0.0,0.0
45,45,45,514315,2,7,Aston Villa,AVL,2,DEF,Lino,da Cruz Sousa,Sousa,a,,,40,4.0,0,0,0,0,0.4,,,1949,3043,1949,3043,0,0,0,True,True,0,1.0,0.5,0.0,False,514315.jpg,0.0,False,False,,0.0,0.0,,,,False,p514315,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,347,134,344,134,284,102,365,136,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,656,195,358,124,358,124,286,107,0.0,0.0,0.0
46,46,46,587178,2,7,Aston Villa,AVL,2,DEF,Yasin,Özcan,Yasin,a,,,40,4.0,0,0,0,0,0.2,,,1095,2190,1095,2190,0,0,0,True,True,0,1.0,0.5,0.0,False,587178.jpg,0.0,False,False,,0.0,0.0,219.0,2025-06-01,2006-04-20,False,p587178,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,373,155,370,155,311,124,391,157,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,685,219,384,145,384,145,346,124,0.0,0.0,0.0
47,47,47,244850,2,7,Aston Villa,AVL,3,MID,Morgan,Rogers,Rogers,a,,2025-08-10T22:00:04.458365Z,70,7.0,0,0,0,0,9.7,100.0,100.0,89079,108825,89079,108825,3,3,90,True,True,0,2.3,1.8,3.0,False,244850.jpg,3.0,False,False,,0.4,0.4,241.0,2024-02-01,2002-07-26,False,p244850,0,0,1,0,0,0,0,0,0,0,0,7,7.2,20.1,4.0,3.1,1,5,1,7,1,0.00,0.05,0.05,1.43,182,70,48,35,144,80,114,62,,,,,,,0.0,0.0,0.05,0.05,1.43,0.0,36,23,120,58,120,58,41,12,1.0,1.0,7.0
48,48,48,166989,2,7,Aston Villa,AVL,3,MID,Youri,Tielemans,Tielemans,a,,,60,6.0,0,0,0,0,2.2,,,16396,32210,16396,32210,3,3,90,True,True,0,2.1,1.6,3.0,False,166989.jpg,3.0,False,False,,0.5,0.5,21.0,2023-06-14,1997-05-07,False,p166989,0,0,1,0,0,0,0,0,0,0,0,5,4.0,1.1,0.0,0.5,3,2,2,7,1,0.00,0.01,0.01,1.43,217,95,202,116,667,290,264,128,3.0,,,,4.0,,0.0,0.0,0.01,0.01,1.43,0.0,85,58,111,49,111,49,122,37,1.0,1.0,7.0
49,49,49,215711,2,7,Aston Villa,AVL,3,MID,Leon,Bailey,Bailey,u,Has joined AS Roma on loan for the rest of the season.,2025-08-20T13:31:56.843157Z,55,5.5,0,0,0,0,0.4,0.0,,2168,17934,2168,17934,0,0,0,True,False,0,0.0,1.5,0.0,False,215711.jpg,0.0,False,False,,0.0,0.0,107.0,2021-08-04,1997-08-09,False,p215711,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,636,272,643,276,630,268,646,276,8.0,,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,149,95,643,276,643,276,280,87,0.0,0.0,0.0
50,50,50,195546,2,7,Aston Villa,AVL,3,MID,Emiliano,Buendía Stati,Buendía,a,,,54,5.4,-1,1,-1,1,0.1,,,428,4727,428,4727,0,0,0,True,True,0,2.0,1.5,0.0,False,195546.jpg,0.0,False,False,,0.0,0.0,10.0,2021-06-10,1996-12-25,False,p195546,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,619,262,623,266,604,254,629,266,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,212,134,627,267,627,267,448,148,0.0,0.0,0.0
51,51,51,469247,2,7,Aston Villa,AVL,3,MID,Samuel,Iling-Junior,Iling Jr,a,,,55,5.5,0,0,0,0,0.0,,,163,522,163,522,0,0,0,True,True,0,2.0,1.5,0.0,False,469247.jpg,0.0,False,False,,0.0,0.0,241.0,2024-07-01,2003-10-04,False,p469247,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,647,280,655,284,646,277,657,284,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,179,112,654,284,654,284,622,263,0.0,0.0,0.0
53,53,53,204646,2,7,Aston Villa,AVL,3,MID,Donyell,Malen,Malen,a,,,54,5.4,-1,1,-1,1,1.5,,,4999,43318,4999,43318,1,1,6,True,True,0,2.0,1.5,1.0,False,204646.jpg,1.0,False,False,,0.2,0.2,152.0,2025-01-14,1999-01-19,False,p204646,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.0,17.0,2.0,0,0,0,0,0,0.03,0.00,0.03,0.10,231,105,624,267,57,34,174,84,,,,,,,0.45,0.0,0.0,0.45,1.5,0.0,213,135,236,117,236,117,151,48,0.0,0.0,0.0
54,54,54,122806,2,7,Aston Villa,AVL,3,MID,John,McGinn,McGinn,a,,,55,5.5,0,0,0,0,0.7,,,7922,9560,7922,9560,3,3,83,True,True,0,2.0,1.5,3.0,False,122806.jpg,3.0,False,False,,0.5,0.5,243.0,2018-08-08,1994-10-18,False,p122806,0,0,1,0,0,0,0,0,0,0,0,10,5.0,19.3,6.0,3.0,0,7,0,7,1,0.00,0.09,0.09,1.33,201,83,51,37,111,62,119,64,6.0,,6.0,,,,0.0,0.0,0.1,0.1,1.44,0.0,125,81,104,43,104,43,214,68,1.08,1.08,7.59
55,55,55,88894,2,7,Aston Villa,AVL,3,MID,Ross,Barkley,Barkley,d,Knock - 25% chance of playing,2025-08-10T22:00:04.469618Z,50,5.0,0,0,0,0,0.1,25.0,25.0,86,2696,86,2696,0,0,0,True,True,0,0.4,0.3,0.0,False,88894.jpg,0.0,False,False,,0.0,0.0,241.0,2024-07-01,1993-12-05,False,p88894,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,540,211,545,219,509,195,556,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,228,144,553,221,553,221,526,190,0.0,0.0,0.0
56,56,56,491287,2,7,Aston Villa,AVL,3,MID,Enzo,Barrenechea,Barrenechea,u,Season-long loan to Benfica,2025-07-22T13:50:13.193555Z,50,5.0,0,0,0,0,0.0,0.0,0.0,0,10,0,10,0,0,0,True,False,0,0.0,0.0,0.0,False,491287.jpg,0.0,False,False,,0.0,0.0,,,,False,p491287,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,591,242,596,247,575,233,602,247,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,327,203,600,248,600,248,698,311,0.0,0.0,0.0
57,57,57,461421,2,7,Aston Villa,AVL,3,MID,Lewis,Dobbin,Dobbin,a,,,50,5.0,0,0,0,0,0.1,,,526,1009,526,1009,0,0,0,True,True,0,1.5,1.0,0.0,False,461421.jpg,0.0,False,False,,0.0,0.0,241.0,2024-06-23,2003-01-03,False,p461421,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,581,237,589,243,563,225,595,243,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,309,191,592,244,592,244,549,210,0.0,0.0,0.0
58,58,58,226944,2,7,Aston Villa,AVL,3,MID,Boubacar,Kamara,Kamara,a,,,50,5.0,0,0,0,0,0.2,,,2804,3263,2804,3263,2,2,90,True,True,0,1.5,1.0,2.0,False,226944.jpg,2.0,False,False,,0.4,0.4,73.0,2022-06-11,1999-11-23,False,p226944,0,0,1,0,0,0,0,1,0,0,0,13,13.8,2.2,17.0,3.3,3,6,2,11,1,0.05,0.03,0.08,1.43,117,40,161,99,56,33,104,57,,,,,,,0.05,0.0,0.03,0.08,1.43,0.0,282,175,149,74,149,74,350,118,1.0,1.0,11.0
59,59,59,449871,2,7,Aston Villa,AVL,3,MID,Amadou,Onana,Onana,a,,,50,5.0,0,0,0,0,1.9,,,36806,22049,36806,22049,5,5,90,True,True,0,1.5,1.0,5.0,False,449871.jpg,5.0,False,False,,1.0,1.0,21.0,2024-07-22,2001-08-16,False,p449871,0,0,1,0,0,0,0,0,0,0,0,19,19.4,3.0,0.0,2.2,5,7,2,14,1,0.00,0.01,0.01,1.43,79,29,145,89,559,223,161,78,,,,,,,0.0,0.0,0.01,0.01,1.43,0.0,305,189,69,19,69,19,135,42,1.0,1.0,14.0
60,60,60,577731,2,7,Aston Villa,AVL,3,MID,Ben,Broggio,Broggio,a,,,45,4.5,0,0,0,0,0.3,,,3043,4023,3043,4023,0,0,0,True,True,0,1.0,0.5,0.0,False,577731.jpg,0.0,False,False,,0.0,0.0,,,,False,p577731,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,511,190,517,201,475,173,528,199,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,543,294,527,203,527,203,299,98,0.0,0.0,0.0
61,61,61,151589,2,7,Aston Villa,AVL,3,MID,Leander,Dendoncker,Dendoncker,u,Has joined Real Oviedo permanently.,2025-08-20T13:31:56.822248Z,45,4.5,0,0,0,0,0.3,0.0,,2169,6536,2169,6536,0,0,0,True,False,0,0.0,0.5,0.0,False,151589.jpg,0.0,False,False,,0.0,0.0,21.0,2022-09-01,1995-04-15,False,p151589,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,402,132,401,142,347,113,420,141,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,390,230,414,145,414,145,292,93,0.0,0.0,0.0
62,62,62,559962,2,7,Aston Villa,AVL,3,MID,Jamaldeen,Jimoh-Aloba,Jimoh-Aloba,a,,,45,4.5,0,0,0,0,0.1,,,434,688,434,688,0,0,0,True,True,0,1.0,0.5,0.0,False,559962.jpg,0.0,False,False,,0.0,0.0,241.0,2024-09-23,2006-10-02,False,p559962,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,497,183,503,194,461,166,514,192,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,528,286,514,196,514,196,565,222,0.0,0.0,0.0
63,63,63,537403,2,7,Aston Villa,AVL,3,MID,Kadan,Young,Young,a,,,45,4.5,0,0,0,0,0.7,,,6075,9205,6075,9205,0,0,0,True,True,0,1.0,0.5,0.0,False,537403.jpg,0.0,False,False,,0.0,0.0,,,,False,p537403,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,485,174,491,185,448,157,502,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,514,276,502,187,502,187,215,69,0.0,0.0,0.0
64,64,64,178301,2,7,Aston Villa,AVL,4,FWD,Ollie,Watkins,Watkins,a,,,90,9.0,0,0,0,0,25.3,,,122486,252384,122486,252384,2,2,90,True,True,0,2.8,2.3,2.0,False,178301.jpg,2.0,False,False,,0.2,0.2,241.0,2020-09-09,1995-12-30,False,p178301,0,0,1,0,0,0,0,0,0,0,0,12,10.6,12.2,27.0,5.0,2,3,0,5,1,0.12,0.01,0.13,1.43,154,13,86,5,25,10,58,12,,,,,3.0,,0.12,0.0,0.01,0.13,1.43,0.0,7,3,188,18,188,18,11,3,1.0,1.0,5.0
65,65,65,576756,2,7,Aston Villa,AVL,4,FWD,Zépiqueno,Redmond,Redmond,a,,,45,4.5,0,0,0,0,0.9,,,9970,11259,9970,11259,0,0,0,True,True,0,1.0,0.5,0.0,False,576756.jpg,0.0,False,False,,0.0,0.0,,,,False,p576756,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,509,38,515,43,473,45,526,45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,540,69,525,46,525,46,194,33,0.0,0.0,0.0
677,677,677,485337,2,7,Aston Villa,AVL,3,MID,Evann,Guessand,Guessand,a,,,65,6.5,0,0,0,0,0.1,,,359,1814,359,1814,0,0,0,True,True,0,2.2,1.7,0.0,False,485337.jpg,0.0,False,False,,0.0,0.0,54.0,2025-08-08,2001-07-01,False,p485337,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,682,301,686,302,686,302,686,302,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,69,48,684,301,684,301,551,212,0.0,0.0,0.0
688,688,688,481283,2,7,Aston Villa,AVL,1,GKP,James,Wright,Wright,a,,,40,4.0,0,0,0,0,0.5,,,11294,1410,11294,1410,0,0,0,True,True,0,1.0,0.5,0.0,False,481283.jpg,0.0,False,False,,0.0,0.0,241.0,2023-03-31,2004-12-02,False,p481283,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,333,52,330,34,270,33,351,52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,641,68,344,51,344,51,253,36,0.0,0.0,0.0
183,183,183,518030,3,90,Burnley,BUR,1,GKP,Max,Weiß,Weiss,a,,,45,4.5,0,0,0,0,0.2,,,613,1884,613,1884,0,0,0,True,True,0,2.3,1.8,0.0,False,518030.jpg,0.0,False,False,,0.0,0.0,80.0,2025-06-25,2004-06-15,False,p518030,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,472,76,478,66,435,65,489,76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,500,35,489,76,489,76,399,59,0.0,0.0,0.0
184,184,184,489571,3,90,Burnley,BUR,1,GKP,Etienne,Green,Green,a,,,40,4.0,0,0,0,0,0.4,,,2253,2320,2253,2320,0,0,0,True,True,0,1.0,0.5,0.0,False,489571.jpg,0.0,False,False,,0.0,0.0,241.0,2024-08-07,2000-07-19,False,p489571,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,336,55,333,37,273,36,354,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,644,71,347,54,347,54,259,37,0.0,0.0,0.0
185,185,185,51943,3,90,Burnley,BUR,1,GKP,Václav,Hladký,Hladký,a,,,40,4.0,0,0,0,0,0.2,,,719,1296,719,1296,0,0,0,True,True,0,1.0,0.5,0.0,False,51943.jpg,0.0,False,False,,0.0,0.0,57.0,2024-07-19,1990-11-14,False,p51943,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,273,22,268,3,203,2,291,22,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,571,37,283,21,283,21,362,54,0.0,0.0,0.0
186,186,186,192290,3,90,Burnley,BUR,2,DEF,Connor,Roberts,Roberts,a,,,45,4.5,0,0,0,0,0.1,,,420,1299,420,1299,0,0,0,True,True,0,1.9,1.4,0.0,False,192290.jpg,0.0,False,False,,0.0,0.0,244.0,2021-08-31,1995-09-23,False,p192290,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,408,179,407,179,354,154,426,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,399,88,420,169,420,169,497,189,0.0,0.0,0.0
187,187,187,58621,3,90,Burnley,BUR,2,DEF,Kyle,Walker,Walker,a,,,45,4.5,0,0,0,0,1.9,,,14730,18401,14730,18401,1,1,90,True,True,0,1.9,1.4,1.0,False,58621.jpg,1.0,False,False,,0.2,0.2,241.0,2025-07-05,1990-05-28,False,p58621,0,0,0,3,0,0,0,0,0,0,0,-3,8.2,0.9,1.0,1.0,5,4,0,5,1,0.01,0.02,0.03,2.32,174,78,209,72,193,55,235,83,,,,,,,0.01,0.0,0.02,0.03,2.32,3.0,367,66,197,64,197,64,130,49,1.0,0.0,5.0
188,188,188,247245,3,90,Burnley,BUR,2,DEF,Hannes,Delcroix,Delcroix,a,,,40,4.0,0,0,0,0,0.3,,,1071,2959,1071,2959,0,0,0,True,True,0,1.0,0.5,0.0,False,247245.jpg,0.0,False,False,,0.0,0.0,21.0,2023-08-22,1999-02-28,False,p247245,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,310,115,306,114,243,79,328,117,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,612,169,320,104,320,104,308,112,0.0,0.0,0.0
189,189,189,461567,3,90,Burnley,BUR,2,DEF,Owen,Dodgson,Dodgson,u,Has joined Stockport County on loan for the rest of the season.,2025-08-11T01:08:30.737822Z,40,4.0,0,0,0,0,0.0,0.0,0.0,0,809,0,809,0,0,0,True,False,0,0.0,0.0,0.0,False,461567.jpg,0.0,False,False,,0.0,0.0,241.0,2021-08-20,2003-03-19,False,p461567,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,323,124,319,123,258,90,341,126,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,627,180,333,113,333,113,621,213,0.0,0.0,0.0
190,190,190,478969,3,90,Burnley,BUR,2,DEF,Hjalmar,Ekdal,Ekdal,a,,,40,4.0,0,0,0,0,0.3,,,4343,2297,4343,2297,1,1,90,True,True,0,1.0,0.5,1.0,False,478969.jpg,1.0,False,False,,0.2,0.2,206.0,2023-01-21,1998-10-21,False,p478969,0,0,0,3,0,0,0,0,0,0,0,-5,9.8,0.5,8.0,1.8,5,1,0,5,1,0.00,0.00,0.00,2.32,160,70,233,81,84,14,181,61,,,,,,,0.0,0.0,0.0,0.0,2.32,3.0,640,187,192,59,192,59,330,119,1.0,0.0,5.0
191,191,191,477717,3,90,Burnley,BUR,2,DEF,Maxime,Estève,Estève,a,,,40,4.0,0,0,0,0,19.5,,,75767,76466,75767,76466,1,1,90,True,True,0,1.0,0.5,1.0,False,477717.jpg,1.0,False,False,,0.2,0.2,73.0,2024-06-14,2002-05-26,False,p477717,0,0,0,3,0,0,0,0,0,0,0,0,19.4,0.5,17.0,3.7,8,2,0,8,1,0.05,0.00,0.05,2.32,78,28,232,80,55,8,94,27,,,,,,,0.05,0.0,0.0,0.05,2.32,3.0,639,186,191,58,191,58,23,9,1.0,0.0,8.0
192,192,192,494960,3,90,Burnley,BUR,2,DEF,Quilindschy,Hartman,Hartman,a,,,40,4.0,0,0,0,0,0.6,,,6113,4115,6113,4115,1,1,90,True,True,0,1.0,0.5,1.0,False,494960.jpg,1.0,False,False,,0.2,0.2,152.0,2025-06-26,2001-11-14,False,p494960,0,0,0,3,0,0,0,0,0,0,0,-2,13.4,11.7,2.0,2.7,5,2,1,6,1,0.00,0.04,0.04,2.32,123,55,90,25,149,40,125,37,2.0,,,,,,0.0,0.0,0.04,0.04,2.32,3.0,649,191,193,60,193,60,236,86,1.0,0.0,6.0
193,193,193,461188,3,90,Burnley,BUR,2,DEF,Bashir,Humphreys,Humphreys,d,Thigh injury - 25% chance of playing,2025-08-10T22:00:04.557380Z,40,4.0,0,0,0,0,0.1,25.0,25.0,117,986,117,986,0,0,0,True,True,0,0.2,0.1,0.0,False,461188.jpg,0.0,False,False,,0.0,0.0,241.0,2025-07-01,2003-03-15,False,p461188,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,320,122,316,121,255,88,338,124,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,624,178,330,111,330,111,570,205,0.0,0.0,0.0
194,194,194,241231,3,90,Burnley,BUR,2,DEF,Jordan,Beyer,Jordan,a,,,40,4.0,0,0,0,0,0.2,,,542,1731,542,1731,0,0,0,True,True,0,1.0,0.5,0.0,False,241231.jpg,0.0,False,False,,0.0,0.0,80.0,2023-07-01,2000-05-19,False,p241231,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,309,114,305,113,242,78,327,116,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,610,167,319,103,319,103,384,141,0.0,0.0,0.0
195,195,195,549329,3,90,Burnley,BUR,2,DEF,Lucas,Pires Silva,Lucas Pires,a,,,40,4.0,0,0,0,0,0.2,,,276,1578,276,1578,0,0,0,True,True,0,1.0,0.5,0.0,False,549329.jpg,0.0,False,False,,0.0,0.0,30.0,2024-07-16,2001-03-24,False,p549329,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,361,147,358,147,299,116,379,149,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,672,210,372,137,372,137,424,165,0.0,0.0,0.0
196,196,196,450072,3,90,Burnley,BUR,2,DEF,Shurandy,Sambo,Sambo,u,Has joined Sparta Rotterdam on loan for the rest of the season.,2025-08-19T13:36:42.853472Z,40,4.0,0,0,0,0,0.1,0.0,,202,2017,202,2017,0,0,0,True,False,0,0.0,0.5,0.0,False,450072.jpg,0.0,False,False,,0.0,0.0,152.0,2024-06-28,2001-08-19,False,p450072,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,319,121,315,120,254,87,337,123,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,623,177,329,110,329,110,469,180,0.0,0.0,0.0
197,197,197,519895,3,90,Burnley,BUR,2,DEF,Oliver,Sonne,Sonne,a,,,40,4.0,0,0,0,0,0.2,,,1379,1271,1379,1271,1,1,73,True,True,0,1.0,0.5,1.0,False,519895.jpg,1.0,False,False,,0.2,0.2,169.0,2025-01-01,2000-11-10,False,p519895,0,0,0,3,0,0,0,0,0,0,0,-4,4.6,15.9,6.0,2.7,0,1,0,0,1,0.03,0.08,0.11,2.09,206,85,62,16,107,22,126,38,,,,,,,0.04,0.0,0.1,0.14,2.58,3.7,664,203,195,62,195,62,428,166,1.23,0.0,0.0
198,198,198,180804,3,90,Burnley,BUR,2,DEF,Axel,Tuanzebe,Tuanzebe,a,,,40,4.0,0,0,0,0,2.3,,,3203,19957,3203,19957,0,0,0,True,True,0,1.0,0.5,0.0,False,180804.jpg,0.0,False,False,,0.0,0.0,50.0,2025-07-01,1997-11-14,False,p180804,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,296,106,292,105,227,68,314,108,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,595,157,306,95,306,95,119,45,0.0,0.0,0.0
199,199,199,208912,3,90,Burnley,BUR,2,DEF,Joe,Worrall,Worrall,a,,,40,4.0,0,0,0,0,0.1,,,323,1368,323,1368,0,0,0,True,True,0,1.0,0.5,0.0,False,208912.jpg,0.0,False,False,,0.0,0.0,241.0,2024-08-23,1997-01-10,False,p208912,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,298,108,294,107,230,71,316,110,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,598,160,308,97,308,97,445,169,0.0,0.0,0.0
