element,id,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,now_cost,price_m,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,birth_date,can_select,can_transact,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event_fall,cost_change_start_fall,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,expected_goals_per_90,form,form_rank,form_rank_type,goals_conceded_per_90,has_temporary_code,ict_index_rank,ict_index_rank_type,in_dreamteam,influence_rank,influence_rank_type,news,news_added,now_cost_rank,now_cost_rank_type,opta_code,penalties_order,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,region,removed,saves_per_90,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,tackles,team_code,team_join_date,threat_rank,threat_rank_type,transfers_in,transfers_out,value_form,value_season
39,39,Maatsen,Ian Maatsen,Ian,Maatsen,DEF,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,3390,13967,0.8,a,,,2002-03-10,True,True,0.0,0,441302,,,0,0,435,194,0,0.0,,,0,2,1.9,1.4,0,0.0,0.0,0.0,0.0,0.0,448,186,0.0,False,451,195,False,434,194,,,445,119,p441302,,,441302.jpg,0.0,448,186,0,152.0,False,0.0,204,76,False,,0,0.0,0,7,2024-06-28,389,174,3390,13967,0.0,0.0
40,40,Mings,Tyrone Mings,Tyrone,Mings,DEF,2,Aston Villa,AVL,90,6,0,0,1,0,0,0,0,0,0,0,0,25,13.0,3.7,0.0,1.7,0.0,0.0,0.0,1.43,45,4.5,0,0,40035,8585,1.3,a,,,1993-03-13,True,True,1.0,5,149484,,,0,0,137,40,5,5.0,,,0,2,1.9,1.4,6,0.0,0.0,1.43,0.0,6.0,41,19,0.0,False,187,65,False,127,57,,,389,82,p149484,,,149484.jpg,6.0,41,19,2,241.0,False,0.0,163,61,False,,1,1.0,0,7,2019-07-08,346,150,40035,8585,1.3,1.3
41,41,Pau,Pau Torres,Pau,Torres,DEF,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,3376,7030,0.5,a,,,1997-01-16,True,True,0.0,0,244954,,,0,0,427,192,0,0.0,,,0,2,1.9,1.4,0,0.0,0.0,0.0,0.0,0.0,441,185,0.0,False,444,194,False,427,193,,,435,116,p244954,,,244954.jpg,0.0,441,185,0,200.0,False,0.0,248,91,False,,0,0.0,0,7,2023-07-12,381,173,3376,7030,0.0,0.0
42,42,A.García,Andrés García,Andrés,García,DEF,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,441,4962,0.3,d,25.0,25.0,2003-02-07,True,True,0.0,0,606798,,,0,0,377,161,0,0.0,,,0,2,0.2,0.1,0,0.0,0.0,0.0,0.0,0.0,391,151,0.0,False,398,163,False,380,161,Knock - 25% chance of playing,2025-08-10T22:00:04.418109Z,692,225,p606798,,,606798.jpg,0.0,391,151,0,200.0,False,0.0,332,120,False,,0,0.0,0,7,2025-01-21,318,130,441,4962,0.0,0.0
43,43,Alex Moreno,Álex Moreno Lopera,Álex,Moreno Lopera,DEF,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,30138,81487,9.2,a,,,1993-06-08,True,True,0.0,0,106468,,,0,0,280,100,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,294,90,0.0,False,302,103,False,284,101,,,583,152,p106468,,,106468.jpg,0.0,294,90,0,200.0,False,0.0,44,16,False,,0,0.0,0,7,2023-01-11,215,63,30138,81487,0.0,0.0
44,44,Bogarde,Lamare Bogarde,Lamare,Bogarde,DEF,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,1693,3041,0.3,a,,,2004-01-05,True,True,0.0,0,515597,,,0,0,346,136,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,360,126,0.0,False,367,138,False,349,136,,,658,197,p515597,,,515597.jpg,0.0,360,126,0,152.0,False,0.0,301,109,False,,0,0.0,0,7,2021-01-07,286,104,1693,3041,0.0,0.0
45,45,Sousa,Lino da Cruz Sousa,Lino,da Cruz Sousa,DEF,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,1971,3088,0.4,a,,,,True,True,0.0,0,514315,,,0,0,344,134,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,358,124,0.0,False,365,136,False,347,134,,,656,195,p514315,,,514315.jpg,0.0,358,124,0,,False,0.0,286,107,False,,0,0.0,0,7,,284,102,1971,3088,0.0,0.0
46,46,Yasin,Yasin Özcan,Yasin,Özcan,DEF,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,1108,2228,0.2,a,,,2006-04-20,True,True,0.0,0,587178,,,0,0,370,155,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,384,145,0.0,False,391,157,False,373,155,,,685,219,p587178,,,587178.jpg,0.0,384,145,0,219.0,False,0.0,346,124,False,,0,0.0,0,7,2025-06-01,311,124,1108,2228,0.0,0.0
47,47,Rogers,Morgan Rogers,Morgan,Rogers,MID,2,Aston Villa,AVL,90,3,0,0,1,0,0,0,0,0,0,0,0,7,7.2,20.1,4.0,3.1,0.0,0.05,0.05,1.43,70,7.0,0,0,91093,110289,9.7,a,100.0,100.0,2002-07-26,True,True,1.0,1,244850,,,0,0,48,35,7,7.0,,,0,3,2.3,1.8,3,0.05,0.05,1.43,0.0,3.0,120,58,0.0,False,114,62,False,182,70,,2025-08-10T22:00:04.458365Z,36,23,p244850,,,244850.jpg,3.0,120,58,5,241.0,False,0.0,41,12,False,,1,1.0,1,7,2024-02-01,144,80,91093,110289,0.4,0.4
48,48,Tielemans,Youri Tielemans,Youri,Tielemans,MID,2,Aston Villa,AVL,90,3,0,0,1,0,0,0,0,0,0,0,0,5,4.0,1.1,0.0,0.5,0.0,0.01,0.01,1.43,60,6.0,0,0,16640,32675,2.1,a,,,1997-05-07,True,True,1.0,3,166989,3.0,,0,0,202,116,7,7.0,,,0,3,2.1,1.6,3,0.01,0.01,1.43,0.0,3.0,111,49,0.0,False,264,128,False,217,95,,,85,58,p166989,4.0,,166989.jpg,3.0,111,49,2,21.0,False,0.0,122,37,False,,1,1.0,2,7,2023-06-14,667,290,16640,32675,0.5,0.5
49,49,Bailey,Leon Bailey,Leon,Bailey,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,5.5,0,0,2168,18324,0.4,u,0.0,,1997-08-09,False,True,0.0,0,215711,8.0,,0,0,643,276,0,0.0,4.0,,0,3,0.0,1.5,0,0.0,0.0,0.0,0.0,0.0,643,276,0.0,False,646,276,False,636,272,Has joined AS Roma on loan for the rest of the season.,2025-08-20T13:31:56.843157Z,149,95,p215711,,,215711.jpg,0.0,643,276,0,107.0,False,0.0,283,88,False,,0,0.0,0,7,2021-08-04,630,268,2168,18324,0.0,0.0
50,50,Buendía,Emiliano Buendía Stati,Emiliano,Buendía Stati,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,5.4,-1,-1,433,4819,0.1,a,,,1996-12-25,True,True,0.0,0,195546,,,1,1,623,266,0,0.0,,,0,3,2.0,1.5,0,0.0,0.0,0.0,0.0,0.0,627,267,0.0,False,629,266,False,619,262,,,212,134,p195546,,,195546.jpg,0.0,627,267,0,10.0,False,0.0,448,148,False,,0,0.0,0,7,2021-06-10,604,254,433,4819,0.0,0.0
51,51,Iling Jr,Samuel Iling-Junior,Samuel,Iling-Junior,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,5.5,0,0,165,527,0.0,a,,,2003-10-04,True,True,0.0,0,469247,,,0,0,655,284,0,0.0,,,0,3,2.0,1.5,0,0.0,0.0,0.0,0.0,0.0,654,284,0.0,False,657,284,False,647,280,,,179,112,p469247,,,469247.jpg,0.0,654,284,0,241.0,False,0.0,622,263,False,,0,0.0,0,7,2024-07-01,646,277,165,527,0.0,0.0
53,53,Malen,Donyell Malen,Donyell,Malen,MID,2,Aston Villa,AVL,6,1,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.0,17.0,2.0,0.03,0.0,0.03,0.1,54,5.4,-1,-1,5071,44062,1.5,a,,,1999-01-19,True,True,0.0,0,204646,,,1,1,624,267,0,0.0,,,0,3,2.0,1.5,1,0.0,0.45,1.5,0.45,1.0,236,117,0.0,False,174,84,False,231,105,,,213,135,p204646,,,204646.jpg,1.0,236,117,0,152.0,False,0.0,152,48,False,,0,0.0,0,7,2025-01-14,57,34,5071,44062,0.2,0.2
54,54,McGinn,John McGinn,John,McGinn,MID,2,Aston Villa,AVL,83,3,0,0,1,0,0,0,0,0,0,0,0,10,5.0,19.3,6.0,3.0,0.0,0.09,0.09,1.33,55,5.5,0,0,8057,9689,0.7,a,,,1994-10-18,True,True,1.08,0,122806,6.0,,0,0,51,37,7,7.59,6.0,,0,3,2.0,1.5,3,0.1,0.1,1.44,0.0,3.0,104,43,0.0,False,119,64,False,201,83,,,125,81,p122806,,,122806.jpg,3.0,104,43,7,243.0,False,0.0,214,68,False,,1,1.08,0,7,2018-08-08,111,62,8057,9689,0.5,0.5
55,55,Barkley,Ross Barkley,Ross,Barkley,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,87,2730,0.1,d,25.0,25.0,1993-12-05,True,True,0.0,0,88894,,,0,0,545,219,0,0.0,,,0,3,0.4,0.3,0,0.0,0.0,0.0,0.0,0.0,553,221,0.0,False,556,219,False,540,211,Knock - 25% chance of playing,2025-08-10T22:00:04.469618Z,228,144,p88894,,,88894.jpg,0.0,553,221,0,241.0,False,0.0,526,190,False,,0,0.0,0,7,2024-07-01,509,195,87,2730,0.0,0.0
56,56,Barrenechea,Enzo Barrenechea,Enzo,Barrenechea,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,0,10,0.0,u,0.0,0.0,,False,True,0.0,0,491287,,,0,0,596,247,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,600,248,0.0,False,602,247,False,591,242,Season-long loan to Benfica,2025-07-22T13:50:13.193555Z,327,203,p491287,,,491287.jpg,0.0,600,248,0,,False,0.0,698,311,False,,0,0.0,0,7,,575,233,0,10,0.0,0.0
57,57,Dobbin,Lewis Dobbin,Lewis,Dobbin,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,530,1026,0.1,a,,,2003-01-03,True,True,0.0,0,461421,,,0,0,589,243,0,0.0,,,0,3,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0,592,244,0.0,False,595,243,False,581,237,,,309,191,p461421,,,461421.jpg,0.0,592,244,0,241.0,False,0.0,549,210,False,,0,0.0,0,7,2024-06-23,563,225,530,1026,0.0,0.0
58,58,Kamara,Boubacar Kamara,Boubacar,Kamara,MID,2,Aston Villa,AVL,90,2,0,0,1,0,0,0,0,1,0,0,0,13,13.8,2.2,17.0,3.3,0.05,0.03,0.08,1.43,50,5.0,0,0,2840,3302,0.2,a,,,1999-11-23,True,True,1.0,3,226944,,,0,0,161,99,11,11.0,,,0,3,1.5,1.0,2,0.03,0.08,1.43,0.05,2.0,149,74,0.0,False,104,57,False,117,40,,,282,175,p226944,,,226944.jpg,2.0,149,74,6,73.0,False,0.0,350,118,False,,1,1.0,2,7,2022-06-11,56,33,2840,3302,0.4,0.4
59,59,Onana,Amadou Onana,Amadou,Onana,MID,2,Aston Villa,AVL,90,5,0,0,1,0,0,0,0,0,0,0,0,19,19.4,3.0,0.0,2.2,0.0,0.01,0.01,1.43,50,5.0,0,0,37341,22349,1.9,a,,,2001-08-16,True,True,1.0,5,449871,,,0,0,145,89,14,14.0,,,0,3,1.5,1.0,5,0.01,0.01,1.43,0.0,5.0,69,19,0.0,False,161,78,False,79,29,,,305,189,p449871,,,449871.jpg,5.0,69,19,7,21.0,False,0.0,135,41,False,,1,1.0,2,7,2024-07-22,559,223,37341,22349,1.0,1.0
60,60,Broggio,Ben Broggio,Ben,Broggio,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,3079,4082,0.3,a,,,,True,True,0.0,0,577731,,,0,0,517,201,0,0.0,,,0,3,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,527,203,0.0,False,528,199,False,511,190,,,543,294,p577731,,,577731.jpg,0.0,527,203,0,,False,0.0,300,98,False,,0,0.0,0,7,,475,173,3079,4082,0.0,0.0
61,61,Dendoncker,Leander Dendoncker,Leander,Dendoncker,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,2169,6682,0.3,u,0.0,,1995-04-15,False,True,0.0,0,151589,,,0,0,401,142,0,0.0,,,0,3,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,414,145,0.0,False,420,141,False,402,132,Has joined Real Oviedo permanently.,2025-08-20T13:31:56.822248Z,390,230,p151589,,,151589.jpg,0.0,414,145,0,21.0,False,0.0,292,93,False,,0,0.0,0,7,2022-09-01,347,113,2169,6682,0.0,0.0
62,62,Jimoh-Aloba,Jamaldeen Jimoh-Aloba,Jamaldeen,Jimoh-Aloba,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,440,699,0.1,a,,,2006-10-02,True,True,0.0,0,559962,,,0,0,503,194,0,0.0,,,0,3,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,514,196,0.0,False,514,192,False,497,183,,,528,286,p559962,,,559962.jpg,0.0,514,196,0,241.0,False,0.0,565,222,False,,0,0.0,0,7,2024-09-23,461,166,440,699,0.0,0.0
63,63,Young,Kadan Young,Kadan,Young,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,6141,9320,0.7,a,,,,True,True,0.0,0,537403,,,0,0,491,185,0,0.0,,,0,3,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,502,187,0.0,False,502,183,False,485,174,,,514,276,p537403,,,537403.jpg,0.0,502,187,0,,False,0.0,215,69,False,,0,0.0,0,7,,448,157,6141,9320,0.0,0.0
64,64,Watkins,Ollie Watkins,Ollie,Watkins,FWD,2,Aston Villa,AVL,90,2,0,0,1,0,0,0,0,0,0,0,0,12,10.6,12.2,27.0,5.0,0.12,0.01,0.13,1.43,90,9.0,0,0,124966,255875,25.3,a,,,1995-12-30,True,True,1.0,2,178301,,,0,0,86,5,5,5.0,,,0,4,2.8,2.3,2,0.01,0.13,1.43,0.12,2.0,188,18,0.0,False,58,12,False,154,13,,,7,3,p178301,3.0,,178301.jpg,2.0,188,18,3,241.0,False,0.0,11,3,False,,1,1.0,0,7,2020-09-09,25,10,124966,255875,0.2,0.2
65,65,Redmond,Zépiqueno Redmond,Zépiqueno,Redmond,FWD,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,10071,11395,0.9,a,,,,True,True,0.0,0,576756,,,0,0,515,43,0,0.0,,,0,4,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,525,46,0.0,False,526,45,False,509,38,,,540,69,p576756,,,576756.jpg,0.0,525,46,0,,False,0.0,193,33,False,,0,0.0,0,7,,473,45,10071,11395,0.0,0.0
677,677,Guessand,Evann Guessand,Evann,Guessand,MID,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,6.5,0,0,364,1831,0.1,a,,,2001-07-01,True,True,0.0,0,485337,,,0,0,686,302,0,0.0,,,0,3,2.2,1.7,0,0.0,0.0,0.0,0.0,0.0,684,301,0.0,False,686,302,False,682,301,,,69,48,p485337,,,485337.jpg,0.0,684,301,0,54.0,False,0.0,551,212,False,,0,0.0,0,7,2025-08-08,686,302,364,1831,0.0,0.0
688,688,Wright,James Wright,James,Wright,GKP,2,Aston Villa,AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,11446,1434,0.5,a,,,2004-12-02,True,True,0.0,0,481283,,,0,0,330,34,0,0.0,,,0,1,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,344,51,0.0,False,351,52,False,333,52,,,641,68,p481283,,,481283.jpg,0.0,344,51,0,241.0,False,0.0,252,36,False,,0,0.0,0,7,2023-03-31,270,33,11446,1434,0.0,0.0
183,183,Weiss,Max Weiß,Max,Weiß,GKP,3,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,622,1931,0.2,a,,,2004-06-15,True,True,0.0,0,518030,,,0,0,478,66,0,0.0,,,0,1,2.3,1.8,0,0.0,0.0,0.0,0.0,0.0,489,76,0.0,False,489,76,False,472,76,,,500,35,p518030,,,518030.jpg,0.0,489,76,0,80.0,False,0.0,399,59,False,,0,0.0,0,90,2025-06-25,435,65,622,1931,0.0,0.0
184,184,Green,Etienne Green,Etienne,Green,GKP,3,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,2286,2349,0.4,a,,,2000-07-19,True,True,0.0,0,489571,,,0,0,333,37,0,0.0,,,0,1,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,347,54,0.0,False,354,55,False,336,55,,,644,71,p489571,,,489571.jpg,0.0,347,54,0,241.0,False,0.0,259,37,False,,0,0.0,0,90,2024-08-07,273,36,2286,2349,0.0,0.0
185,185,Hladký,Václav Hladký,Václav,Hladký,GKP,3,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,733,1324,0.2,a,,,1990-11-14,True,True,0.0,0,51943,,,0,0,268,3,0,0.0,,,0,1,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,283,21,0.0,False,291,22,False,273,22,,,571,37,p51943,,,51943.jpg,0.0,283,21,0,57.0,False,0.0,362,54,False,,0,0.0,0,90,2024-07-19,203,2,733,1324,0.0,0.0
186,186,Roberts,Connor Roberts,Connor,Roberts,DEF,3,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,423,1322,0.1,i,0.0,,1995-09-23,True,True,0.0,0,192290,,,0,0,407,179,0,0.0,,,0,2,0.0,1.4,0,0.0,0.0,0.0,0.0,0.0,420,169,0.0,False,426,181,False,408,179,Knock - Expected back 14 Sep,2025-08-22T12:30:06.986449Z,399,88,p192290,,,192290.jpg,0.0,420,169,0,244.0,False,0.0,497,189,False,,0,0.0,0,90,2021-08-31,354,154,423,1322,0.0,0.0
187,187,Walker,Kyle Walker,Kyle,Walker,DEF,3,Burnley,BUR,90,1,0,0,0,3,0,0,0,0,0,0,0,-3,8.2,0.9,1.0,1.0,0.01,0.02,0.03,2.32,45,4.5,0,0,15003,18633,1.9,a,,,1990-05-28,True,True,0.0,5,58621,,,0,0,209,72,5,5.0,,,0,2,1.9,1.4,1,0.02,0.03,2.32,0.01,1.0,197,64,3.0,False,235,83,False,174,78,,,367,66,p58621,,,58621.jpg,1.0,197,64,4,241.0,False,0.0,131,49,False,,1,1.0,0,90,2025-07-05,193,55,15003,18633,0.2,0.2
188,188,Delcroix,Hannes Delcroix,Hannes,Delcroix,DEF,3,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,1085,3018,0.3,a,,,1999-02-28,True,True,0.0,0,247245,,,0,0,306,114,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,320,104,0.0,False,328,117,False,310,115,,,612,169,p247245,,,247245.jpg,0.0,320,104,0,21.0,False,0.0,308,112,False,,0,0.0,0,90,2023-08-22,243,79,1085,3018,0.0,0.0
189,189,Dodgson,Owen Dodgson,Owen,Dodgson,DEF,3,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,0,814,0.0,u,0.0,0.0,2003-03-19,False,True,0.0,0,461567,,,0,0,319,123,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,333,113,0.0,False,341,126,False,323,124,Has joined Stockport County on loan for the rest of the season.,2025-08-11T01:08:30.737822Z,627,180,p461567,,,461567.jpg,0.0,333,113,0,241.0,False,0.0,621,213,False,,0,0.0,0,90,2021-08-20,258,90,0,814,0.0,0.0
190,190,Ekdal,Hjalmar Ekdal,Hjalmar,Ekdal,DEF,3,Burnley,BUR,90,1,0,0,0,3,0,0,0,0,0,0,0,-5,9.8,0.5,8.0,1.8,0.0,0.0,0.0,2.32,40,4.0,0,0,4441,2335,0.3,a,,,1998-10-21,True,True,0.0,5,478969,,,0,0,233,81,5,5.0,,,0,2,1.0,0.5,1,0.0,0.0,2.32,0.0,1.0,192,59,3.0,False,181,61,False,160,70,,,640,187,p478969,,,478969.jpg,1.0,192,59,1,206.0,False,0.0,330,119,False,,1,1.0,0,90,2023-01-21,84,14,4441,2335,0.2,0.2
191,191,Estève,Maxime Estève,Maxime,Estève,DEF,3,Burnley,BUR,90,1,0,0,0,3,0,0,0,0,0,0,0,0,19.4,0.5,17.0,3.7,0.05,0.0,0.05,2.32,40,4.0,0,0,77313,77530,19.5,a,,,2002-05-26,True,True,0.0,8,477717,,,0,0,232,80,8,8.0,,,0,2,1.0,0.5,1,0.0,0.05,2.32,0.05,1.0,191,58,3.0,False,94,27,False,78,28,,,639,186,p477717,,,477717.jpg,1.0,191,58,2,73.0,False,0.0,24,9,False,,1,1.0,0,90,2024-06-14,55,8,77313,77530,0.2,0.2
192,192,Hartman,Quilindschy Hartman,Quilindschy,Hartman,DEF,3,Burnley,BUR,90,1,0,0,0,3,0,0,0,0,0,0,0,-2,13.4,11.7,2.0,2.7,0.0,0.04,0.04,2.32,40,4.0,0,0,6217,4192,0.6,a,,,2001-11-14,True,True,0.0,5,494960,2.0,,0,0,90,25,6,6.0,,,0,2,1.0,0.5,1,0.04,0.04,2.32,0.0,1.0,193,60,3.0,False,125,37,False,123,55,,,649,191,p494960,,,494960.jpg,1.0,193,60,2,152.0,False,0.0,236,86,False,,1,1.0,1,90,2025-06-26,149,40,6217,4192,0.2,0.2
193,193,Humphreys,Bashir Humphreys,Bashir,Humphreys,DEF,3,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,121,995,0.1,d,75.0,25.0,2003-03-15,True,True,0.0,0,461188,,,0,0,316,121,0,0.0,,,0,2,0.8,0.1,0,0.0,0.0,0.0,0.0,0.0,330,111,0.0,False,338,124,False,320,122,Lack of match fitness - 75% chance of playing,2025-08-10T22:00:04.557380Z,624,178,p461188,,,461188.jpg,0.0,330,111,0,241.0,False,0.0,571,205,False,,0,0.0,0,90,2025-07-01,255,88,121,995,0.0,0.0
194,194,Jordan,Jordan Beyer,Jordan,Beyer,DEF,3,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,551,1766,0.2,i,0.0,,2000-05-19,True,True,0.0,0,241231,,,0,0,305,113,0,0.0,,,0,2,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,319,103,0.0,False,327,116,False,309,114,Knee injury - Expected back 14 Sep,2025-08-22T12:30:07.019474Z,610,167,p241231,,,241231.jpg,0.0,319,103,0,80.0,False,0.0,384,141,False,,0,0.0,0,90,2023-07-01,242,78,551,1766,0.0,0.0
195,195,Lucas Pires,Lucas Pires Silva,Lucas,Pires Silva,DEF,3,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,282,1603,0.2,a,,,2001-03-24,True,True,0.0,0,549329,,,0,0,358,147,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,372,137,0.0,False,379,149,False,361,147,,,672,210,p549329,,,549329.jpg,0.0,372,137,0,30.0,False,0.0,424,165,False,,0,0.0,0,90,2024-07-16,299,116,282,1603,0.0,0.0
196,196,Sambo,Shurandy Sambo,Shurandy,Sambo,DEF,3,Burnley,BUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,202,2063,0.1,u,0.0,,2001-08-19,False,True,0.0,0,450072,,,0,0,315,120,0,0.0,,,0,2,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,329,110,0.0,False,337,123,False,319,121,Has joined Sparta Rotterdam on loan for the rest of the season.,2025-08-19T13:36:42.853472Z,623,177,p450072,,,450072.jpg,0.0,329,110,0,152.0,False,0.0,471,180,False,,0,0.0,0,90,2024-06-28,254,87,202,2063,0.0,0.0
197,197,Sonne,Oliver Sonne,Oliver,Sonne,DEF,3,Burnley,BUR,73,1,0,0,0,3,0,0,0,0,0,0,0,-4,4.6,15.9,6.0,2.7,0.03,0.08,0.11,2.09,40,4.0,0,0,1408,1294,0.2,a,,,2000-11-10,True,True,0.0,0,519895,,,0,0,62,16,0,0.0,,,0,2,1.0,0.5,1,0.1,0.14,2.58,0.04,1.0,195,62,3.7,False,126,38,False,206,85,,,664,203,p519895,,,519895.jpg,1.0,195,62,1,169.0,False,0.0,426,166,False,,1,1.23,0,90,2025-01-01,107,22,1408,1294,0.2,0.2
